"","id","month","year","value","date"
"152","EU2",8,2020,NA,2020-08-01
"153","EU2",9,2020,NA,2020-09-01
"154","EU2",10,2020,NA,2020-10-01
"155","EU2",11,2020,NA,2020-11-01
"156","EU2",12,2020,NA,2020-12-01
"157","EU2",1,2021,NA,2021-01-01
"158","EU2",2,2021,NA,2021-02-01
"159","EU2",3,2021,NA,2021-03-01
"160","EU2",4,2021,NA,2021-04-01
"161","EU2",5,2021,NA,2021-05-01
"162","EU2",6,2021,NA,2021-06-01
"163","EU2",7,2021,NA,2021-07-01
"164","EU2",8,2021,NA,2021-08-01
"165","EU2",9,2021,NA,2021-09-01
"166","EU2",10,2021,NA,2021-10-01
"167","EU2",11,2021,NA,2021-11-01
"168","EU2",12,2021,NA,2021-12-01
"169","USA1",1,2015,-0.2,2015-01-01
"170","USA1",2,2015,0.3,2015-02-01
"171","USA1",3,2015,-0.1,2015-03-01
"172","USA1",4,2015,0.2,2015-04-01
"173","USA1",5,2015,0.2,2015-05-01
"174","USA1",6,2015,0.3,2015-06-01
"175","USA1",7,2015,0.2,2015-07-01
"176","USA1",8,2015,0.4,2015-08-01
"177","USA1",9,2015,0.5,2015-09-01
"178","USA1",10,2015,0.3,2015-10-01
"179","USA1",11,2015,0.5,2015-11-01
"180","USA1",12,2015,0.6,2015-12-01
"181","USA1",1,2016,0.7,2016-01-01
"182","USA1",2,2016,0.6,2016-02-01
"183","USA1",3,2016,0.7,2016-03-01
"184","USA1",4,2016,0.6,2016-04-01
"185","USA1",5,2016,0.7,2016-05-01
"186","USA1",6,2016,0.9,2016-06-01
"187","USA1",7,2016,0.9,2016-07-01
"188","USA1",8,2016,0.7,2016-08-01
"189","USA1",9,2016,1.1,2016-09-01
"190","USA1",10,2016,0.9,2016-10-01
"191","USA1",11,2016,1.1,2016-11-01
"192","USA1",12,2016,1.1,2016-12-01
"193","USA1",1,2017,1.1,2017-01-01
"194","USA1",2,2017,1.3,2017-02-01
"195","USA1",3,2017,1.1,2017-03-01
"196","USA1",4,2017,1,2017-04-01
"197","USA1",5,2017,1.3,2017-05-01
"198","USA1",6,2017,1.4,2017-06-01
"199","USA1",7,2017,1.5,2017-07-01
"200","USA1",8,2017,1.5,2017-08-01
"201","USA1",9,2017,1.5,2017-09-01
"202","USA1",10,2017,1.6,2017-10-01
"203","USA1",11,2017,1.5,2017-11-01
"204","USA1",12,2017,1.5,2017-12-01
"205","USA1",1,2018,NA,2018-01-01
"206","USA1",2,2018,NA,2018-02-01
"207","USA1",3,2018,NA,2018-03-01
"208","USA1",4,2018,NA,2018-04-01
"209","USA1",5,2018,NA,2018-05-01
"210","USA1",6,2018,NA,2018-06-01
"211","USA1",7,2018,NA,2018-07-01
"212","USA1",8,2018,NA,2018-08-01
"213","USA1",9,2018,NA,2018-09-01
"214","USA1",10,2018,NA,2018-10-01
"215","USA1",11,2018,NA,2018-11-01
"216","USA1",12,2018,NA,2018-12-01
"217","USA1",1,2019,NA,2019-01-01
"218","USA1",2,2019,NA,2019-02-01
"219","USA1",3,2019,NA,2019-03-01
"220","USA1",4,2019,NA,2019-04-01
"221","USA1",5,2019,NA,2019-05-01
"222","USA1",6,2019,NA,2019-06-01
"223","USA1",7,2019,NA,2019-07-01
"224","USA1",8,2019,NA,2019-08-01
"225","USA1",9,2019,NA,2019-09-01
"226","USA1",10,2019,NA,2019-10-01
"227","USA1",11,2019,NA,2019-11-01
"228","USA1",12,2019,NA,2019-12-01
"229","USA1",1,2020,NA,2020-01-01
"230","USA1",2,2020,NA,2020-02-01
"231","USA1",3,2020,NA,2020-03-01
"232","USA1",4,2020,NA,2020-04-01
"233","USA1",5,2020,NA,2020-05-01
"234","USA1",6,2020,NA,2020-06-01
"235","USA1",7,2020,NA,2020-07-01
"236","USA1",8,2020,NA,2020-08-01
"237","USA1",9,2020,NA,2020-09-01
"238","USA1",10,2020,NA,2020-10-01
"239","USA1",11,2020,NA,2020-11-01
"240","USA1",12,2020,NA,2020-12-01
"241","USA1",1,2021,NA,2021-01-01
"242","USA1",2,2021,NA,2021-02-01
"243","USA1",3,2021,NA,2021-03-01
"244","USA1",4,2021,NA,2021-04-01
"245","USA1",5,2021,NA,2021-05-01
"246","USA1",6,2021,NA,2021-06-01
"247","USA1",7,2021,NA,2021-07-01
"248","USA1",8,2021,NA,2021-08-01
"249","USA1",9,2021,NA,2021-09-01
"250","USA1",10,2021,NA,2021-10-01
"251","USA1",11,2021,NA,2021-11-01
"252","USA1",12,2021,NA,2021-12-01
"253","USA2",1,2015,1,2015-01-01
"254","USA2",2,2015,1.2,2015-02-01
"255","USA2",3,2015,0.8,2015-03-01
"256","USA2",4,2015,1.2,2015-04-01
"257","USA2",5,2015,0.8,2015-05-01
"258","USA2",6,2015,1.1,2015-06-01
"259","USA2",7,2015,1.1,2015-07-01
"260","USA2",8,2015,1.6,2015-08-01
"261","USA2",9,2015,1.1,2015-09-01
"262","USA2",10,2015,1.1,2015-10-01
"263","USA2",11,2015,1,2015-11-01
"264","USA2",12,2015,1.2,2015-12-01
"265","USA2",1,2016,1.3,2016-01-01
"266","USA2",2,2016,1.4,2016-02-01
"267","USA2",3,2016,1.6,2016-03-01
"268","USA2",4,2016,1.6,2016-04-01
"269","USA2",5,2016,1.6,2016-05-01
"270","USA2",6,2016,2,2016-06-01
"271","USA2",7,2016,1.4,2016-07-01
"272","USA2",8,2016,1.5,2016-08-01
"273","USA2",9,2016,1.4,2016-09-01
"274","USA2",10,2016,1.7,2016-10-01
"275","USA2",11,2016,2,2016-11-01
"276","USA2",12,2016,1.5,2016-12-01
"277","USA2",1,2017,1.5,2017-01-01
"278","USA2",2,2017,1.8,2017-02-01
"279","USA2",3,2017,2.4,2017-03-01
"280","USA2",4,2017,1.6,2017-04-01
"281","USA2",5,2017,2.1,2017-05-01
"282","USA2",6,2017,1.5,2017-06-01
"283","USA2",7,2017,1.6,2017-07-01
"284","USA2",8,2017,2.3,2017-08-01
"285","USA2",9,2017,1.6,2017-09-01
"286","USA2",10,2017,2,2017-10-01
"287","USA2",11,2017,1.9,2017-11-01
"288","USA2",12,2017,1.8,2017-12-01
"289","USA2",1,2018,NA,2018-01-01
"290","USA2",2,2018,NA,2018-02-01
"291","USA2",3,2018,NA,2018-03-01
"292","USA2",4,2018,NA,2018-04-01
"293","USA2",5,2018,NA,2018-05-01
"294","USA2",6,2018,NA,2018-06-01
"295","USA2",7,2018,NA,2018-07-01
"296","USA2",8,2018,NA,2018-08-01
"297","USA2",9,2018,NA,2018-09-01
"298","USA2",10,2018,NA,2018-10-01
"299","USA2",11,2018,NA,2018-11-01
"300","USA2",12,2018,NA,2018-12-01
"301","USA2",1,2019,NA,2019-01-01
"302","USA2",2,2019,NA,2019-02-01
"303","USA2",3,2019,NA,2019-03-01
"304","USA2",4,2019,NA,2019-04-01
"305","USA2",5,2019,NA,2019-05-01
"306","USA2",6,2019,NA,2019-06-01
"307","USA2",7,2019,NA,2019-07-01
"308","USA2",8,2019,NA,2019-08-01
"309","USA2",9,2019,NA,2019-09-01
"310","USA2",10,2019,NA,2019-10-01
"311","USA2",11,2019,NA,2019-11-01
"312","USA2",12,2019,NA,2019-12-01
"313","USA2",1,2020,NA,2020-01-01
"314","USA2",2,2020,NA,2020-02-01
"315","USA2",3,2020,NA,2020-03-01
"316","USA2",4,2020,NA,2020-04-01
"317","USA2",5,2020,NA,2020-05-01
"318","USA2",6,2020,NA,2020-06-01
"319","USA2",7,2020,NA,2020-07-01
"320","USA2",8,2020,NA,2020-08-01
"321","USA2",9,2020,NA,2020-09-01
"322","USA2",10,2020,NA,2020-10-01
"323","USA2",11,2020,NA,2020-11-01
"324","USA2",12,2020,NA,2020-12-01
"325","USA2",1,2021,NA,2021-01-01
"326","USA2",2,2021,NA,2021-02-01
"327","USA2",3,2021,NA,2021-03-01
"328","USA2",4,2021,NA,2021-04-01
"329","USA2",5,2021,NA,2021-05-01
"330","USA2",6,2021,NA,2021-06-01
"331","USA2",7,2021,NA,2021-07-01
"332","USA2",8,2021,NA,2021-08-01
"333","USA2",9,2021,NA,2021-09-01
"334","USA2",10,2021,NA,2021-10-01
"335","USA2",11,2021,NA,2021-11-01
"336","USA2",12,2021,NA,2021-12-01
"337","USA3",1,2015,1.1,2015-01-01
"338","USA3",2,2015,1.2,2015-02-01
"339","USA3",3,2015,1.2,2015-03-01
"340","USA3",4,2015,1.4,2015-04-01
"341","USA3",5,2015,1.1,2015-05-01
"342","USA3",6,2015,1.3,2015-06-01
"343","USA3",7,2015,1,2015-07-01
"344","USA3",8,2015,1.2,2015-08-01
"345","USA3",9,2015,1.4,2015-09-01
"346","USA3",10,2015,1.3,2015-10-01
"347","USA3",11,2015,1.6,2015-11-01
"348","USA3",12,2015,1.3,2015-12-01
"349","USA3",1,2016,1.2,2016-01-01
"350","USA3",2,2016,1.2,2016-02-01
"351","USA3",3,2016,1.5,2016-03-01
"352","USA3",4,2016,1.7,2016-04-01
"353","USA3",5,2016,1.2,2016-05-01
"354","USA3",6,2016,1.6,2016-06-01
"355","USA3",7,2016,1.5,2016-07-01
"356","USA3",8,2016,1.6,2016-08-01
"357","USA3",9,2016,1.6,2016-09-01
"358","USA3",10,2016,1.5,2016-10-01
"359","USA3",11,2016,1.9,2016-11-01
"360","USA3",12,2016,1.6,2016-12-01
"361","USA3",1,2017,1.3,2017-01-01
"362","USA3",2,2017,1.8,2017-02-01
"363","USA3",3,2017,1.9,2017-03-01
"364","USA3",4,2017,1.8,2017-04-01
"365","USA3",5,2017,1.5,2017-05-01
"366","USA3",6,2017,2,2017-06-01
"367","USA3",7,2017,2.1,2017-07-01
"368","USA3",8,2017,1.9,2017-08-01
"369","USA3",9,2017,2.1,2017-09-01
"370","USA3",10,2017,1.9,2017-10-01
"371","USA3",11,2017,1.6,2017-11-01
"372","USA3",12,2017,1.8,2017-12-01
"373","USA3",1,2018,NA,2018-01-01
"374","USA3",2,2018,NA,2018-02-01
"375","USA3",3,2018,NA,2018-03-01
"376","USA3",4,2018,NA,2018-04-01
"377","USA3",5,2018,NA,2018-05-01
"378","USA3",6,2018,NA,2018-06-01
"379","USA3",7,2018,NA,2018-07-01
"380","USA3",8,2018,NA,2018-08-01
"381","USA3",9,2018,NA,2018-09-01
"382","USA3",10,2018,NA,2018-10-01
"383","USA3",11,2018,NA,2018-11-01
"384","USA3",12,2018,NA,2018-12-01
"385","USA3",1,2019,NA,2019-01-01
"386","USA3",2,2019,NA,2019-02-01
"387","USA3",3,2019,NA,2019-03-01
"388","USA3",4,2019,NA,2019-04-01
"389","USA3",5,2019,NA,2019-05-01
"390","USA3",6,2019,NA,2019-06-01
"391","USA3",7,2019,NA,2019-07-01
"392","USA3",8,2019,NA,2019-08-01
"393","USA3",9,2019,NA,2019-09-01
"394","USA3",10,2019,NA,2019-10-01
"395","USA3",11,2019,NA,2019-11-01
"396","USA3",12,2019,NA,2019-12-01
"397","USA3",1,2020,NA,2020-01-01
"398","USA3",2,2020,NA,2020-02-01
"399","USA3",3,2020,NA,2020-03-01
"400","USA3",4,2020,NA,2020-04-01
"401","USA3",5,2020,NA,2020-05-01
"402","USA3",6,2020,NA,2020-06-01
"403","USA3",7,2020,NA,2020-07-01
"404","USA3",8,2020,NA,2020-08-01
"405","USA3",9,2020,NA,2020-09-01
"406","USA3",10,2020,NA,2020-10-01
"407","USA3",11,2020,NA,2020-11-01
"408","USA3",12,2020,NA,2020-12-01
"409","USA3",1,2021,NA,2021-01-01
"410","USA3",2,2021,NA,2021-02-01
"411","USA3",3,2021,NA,2021-03-01
"412","USA3",4,2021,NA,2021-04-01
"413","USA3",5,2021,NA,2021-05-01
"414","USA3",6,2021,NA,2021-06-01
"415","USA3",7,2021,NA,2021-07-01
"416","USA3",8,2021,NA,2021-08-01
"417","USA3",9,2021,NA,2021-09-01
"418","USA3",10,2021,NA,2021-10-01
"419","USA3",11,2021,NA,2021-11-01
"420","USA3",12,2021,NA,2021-12-01
"421","Target",1,2015,0.0476190476190476,2015-01-01
"422","Target",2,2015,0.0952380952380952,2015-02-01
"423","Target",3,2015,0.142857142857143,2015-03-01
"424","Target",4,2015,0.19047619047619,2015-04-01
"425","Target",5,2015,0.238095238095238,2015-05-01
"426","Target",6,2015,0.285714285714286,2015-06-01
"427","Target",7,2015,0.333333333333333,2015-07-01
"428","Target",8,2015,0.380952380952381,2015-08-01
"429","Target",9,2015,0.428571428571429,2015-09-01
"430","Target",10,2015,0.476190476190476,2015-10-01
"431","Target",11,2015,0.523809523809524,2015-11-01
"432","Target",12,2015,0.571428571428571,2015-12-01
"433","Target",1,2016,0.619047619047619,2016-01-01
"434","Target",2,2016,0.666666666666667,2016-02-01
"435","Target",3,2016,0.714285714285714,2016-03-01
"436","Target",4,2016,0.761904761904762,2016-04-01
"437","Target",5,2016,0.80952380952381,2016-05-01
"438","Target",6,2016,0.857142857142857,2016-06-01
"439","Target",7,2016,0.904761904761905,2016-07-01
"440","Target",8,2016,0.952380952380952,2016-08-01
"441","Target",9,2016,1,2016-09-01
"442","Target",10,2016,1.04761904761905,2016-10-01
"443","Target",11,2016,1.0952380952381,2016-11-01
"444","Target",12,2016,1.14285714285714,2016-12-01
"445","Target",1,2017,1.19047619047619,2017-01-01
"446","Target",2,2017,1.23809523809524,2017-02-01
"447","Target",3,2017,1.28571428571429,2017-03-01
"448","Target",4,2017,1.33333333333333,2017-04-01
"449","Target",5,2017,1.38095238095238,2017-05-01
"450","Target",6,2017,1.42857142857143,2017-06-01
"451","Target",7,2017,1.47619047619048,2017-07-01
"452","Target",8,2017,1.52380952380952,2017-08-01
"453","Target",9,2017,1.57142857142857,2017-09-01
"454","Target",10,2017,1.61904761904762,2017-10-01
"455","Target",11,2017,1.66666666666667,2017-11-01
"456","Target",12,2017,1.71428571428571,2017-12-01
"457","Target",1,2018,1.76190476190476,2018-01-01
"458","Target",2,2018,1.80952380952381,2018-02-01
"459","Target",3,2018,1.85714285714286,2018-03-01
"460","Target",4,2018,1.9047619047619,2018-04-01
"461","Target",5,2018,1.95238095238095,2018-05-01
"462","Target",6,2018,2,2018-06-01
"463","Target",7,2018,2.04761904761905,2018-07-01
"464","Target",8,2018,2.09523809523809,2018-08-01
"465","Target",9,2018,2.14285714285714,2018-09-01
"466","Target",10,2018,2.19047619047619,2018-10-01
"467","Target",11,2018,2.23809523809524,2018-11-01
"468","Target",12,2018,2.28571428571429,2018-12-01
"469","Target",1,2019,2.33333333333333,2019-01-01
"470","Target",2,2019,2.38095238095238,2019-02-01
"471","Target",3,2019,2.42857142857143,2019-03-01
"472","Target",4,2019,2.47619047619048,2019-04-01
"473","Target",5,2019,2.52380952380952,2019-05-01
"474","Target",6,2019,2.57142857142857,2019-06-01
"475","Target",7,2019,2.61904761904762,2019-07-01
"476","Target",8,2019,2.66666666666667,2019-08-01
"477","Target",9,2019,2.71428571428571,2019-09-01
"478","Target",10,2019,2.76190476190476,2019-10-01
"479","Target",11,2019,2.80952380952381,2019-11-01
"480","Target",12,2019,2.85714285714286,2019-12-01
"481","Target",1,2020,2.9047619047619,2020-01-01
"482","Target",2,2020,2.95238095238095,2020-02-01
"483","Target",3,2020,3,2020-03-01
"484","Target",4,2020,3.04761904761905,2020-04-01
"485","Target",5,2020,3.09523809523809,2020-05-01
"486","Target",6,2020,3.14285714285714,2020-06-01
"487","Target",7,2020,3.19047619047619,2020-07-01
"488","Target",8,2020,3.23809523809524,2020-08-01
"489","Target",9,2020,3.28571428571429,2020-09-01
"490","Target",10,2020,3.33333333333333,2020-10-01
"491","Target",11,2020,3.38095238095238,2020-11-01
"492","Target",12,2020,3.42857142857143,2020-12-01
"493","Target",1,2021,3.47619047619048,2021-01-01
"494","Target",2,2021,3.52380952380952,2021-02-01
"495","Target",3,2021,3.57142857142857,2021-03-01
"496","Target",4,2021,3.61904761904762,2021-04-01
"497","Target",5,2021,3.66666666666667,2021-05-01
"498","Target",6,2021,3.71428571428571,2021-06-01
"499","Target",7,2021,3.76190476190476,2021-07-01
"500","Target",8,2021,3.80952380952381,2021-08-01
"501","Target",9,2021,3.85714285714286,2021-09-01
"502","Target",10,2021,3.9047619047619,2021-10-01
"503","Target",11,2021,3.95238095238095,2021-11-01
"504","Target",12,2021,4,2021-12-01
